Name,Team,Age,Pos,GP,G,A,PPP,P,PIM,+/-,TOI,ES,PP,SH,G/60,A/60,P/60,ESG/60,ESA/60,ESP/60,PPG/60,PPA/60,PPP/60,G/GP,A/GP,P/GP,SHOTS,SH%,HITS,BS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zachary Werenski,CBJ,24,D,68,11,37,14,48,22,-15,25:39,20:53,3:13,1:33,0.378,1.272,1.65,0.296,1.098,1.394,1.096,2.741,3.837,0.162,0.544,0.706,216,5.1%,33,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rasmus Andersson,CGY,25,D,82,4,46,19,50,28,30,22:40,17:56,2:49,1:53,0.129,1.484,1.613,0.082,1.141,1.223,0.518,4.405,4.923,0.049,0.561,0.61,152,2.6%,63,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evan Bouchard,EDM,22,D,81,12,31,7,43,28,10,19:48,16:48,1:19,1:39,0.449,1.159,1.608,0.441,1.101,1.542,1.117,2.792,3.908,0.148,0.383,0.531,205,5.9%,80,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Faulk,STL,29,D,76,16,31,7,47,43,41,23:11,19:50,1:35,1:45,0.545,1.055,1.6,0.597,0.994,1.591,0.498,2.99,3.488,0.211,0.408,0.618,167,9.6%,149,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moritz Seider,DET,20,D,82,7,43,21,50,34,-9,23:02,18:15,2:53,1:53,0.222,1.366,1.588,0.2,0.881,1.082,0.506,4.81,5.316,0.085,0.524,0.61,187,3.7%,151,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pius Suter,DET,25,C/RW,82,15,21,3,36,22,-11,16:55,13:53,1:20,1:42,0.649,0.908,1.557,0.738,0.949,1.686,0,1.641,1.641,0.183,0.256,0.439,166,9.0%,24,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Montour,FLA,27,D,81,11,26,8,37,48,15,17:53,15:54,1:22,0:37,0.455,1.076,1.531,0.465,0.884,1.35,0.54,3.779,4.319,0.136,0.321,0.457,153,7.2%,64,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brent Burns,SJS,36,D,82,10,44,18,54,42,-15,26:08,20:46,2:39,2:42,0.28,1.232,1.512,0.211,1.022,1.233,1.102,3.858,4.961,0.122,0.537,0.659,203,4.9%,55,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seth Jones,CHI,27,D,78,5,46,19,51,28,-37,26:12,20:56,3:23,1:52,0.147,1.35,1.497,0.184,0.955,1.139,0,4.306,4.306,0.064,0.59,0.654,194,2.6%,99,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Chabot,OTT,24,D,59,7,31,13,38,26,-3,26:11,22:32,3:28,0:10,0.272,1.204,1.475,0.271,0.857,1.128,0.292,3.509,3.801,0.119,0.525,0.644,173,4.1%,73,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gustav Forsling,FLA,25,D,71,10,27,0,37,18,41,21:13,18:33,0:10,2:28,0.398,1.075,1.474,0.455,1.229,1.684,0,0,0,0.141,0.38,0.521,145,6.9%,45,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damon Severson,NJD,27,D,80,11,35,16,46,57,-14,23:36,18:43,2:19,2:33,0.35,1.112,1.462,0.24,0.921,1.162,1.608,3.537,5.145,0.138,0.438,0.575,158,7.0%,91,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mackenzie Weegar,FLA,27,D,80,8,36,3,44,81,40,23:22,19:56,0:39,2:46,0.257,1.155,1.412,0.226,1.241,1.467,1.132,2.263,3.395,0.1,0.45,0.55,203,3.9%,179,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vince Dunn,SEA,25,D,73,7,28,11,35,63,-21,20:40,18:15,2:12,0:12,0.278,1.113,1.391,0.225,0.856,1.081,0.744,3.35,4.094,0.096,0.384,0.479,121,5.8%,76,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cam Fowler,ANA,30,D,76,9,33,18,42,14,-9,24:24,19:25,2:08,2:51,0.291,1.067,1.358,0.122,0.854,0.976,2.209,4.418,6.626,0.118,0.434,0.553,124,7.3%,37,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaccob Slavin,CAR,27,D,79,4,38,7,42,10,35,23:31,18:56,1:21,3:13,0.129,1.227,1.356,0.12,1.203,1.324,0.556,3.336,3.892,0.051,0.481,0.532,165,2.4%,50,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brady Skjei,CAR,27,D,82,9,30,0,39,48,22,21:08,18:32,0:07,2:28,0.311,1.038,1.35,0.355,1.184,1.54,0,0,0,0.11,0.366,0.476,184,4.9%,95,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Pietrangelo,VGK,31,D,80,13,31,13,44,42,7,24:38,19:58,2:12,2:26,0.396,0.944,1.339,0.338,0.676,1.013,1.017,3.389,4.406,0.163,0.388,0.55,227,5.7%,66,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Filip Hronek,DET,24,D,78,5,33,7,38,36,-29,22:01,18:34,1:52,1:34,0.175,1.152,1.327,0.124,1.16,1.284,0.817,2.043,2.86,0.064,0.423,0.487,133,3.8%,70,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mikhail Sergachyov,TBL,23,D,78,7,31,7,38,59,6,22:28,18:51,1:31,2:05,0.24,1.061,1.301,0.245,0.979,1.224,0.506,3.033,3.539,0.09,0.397,0.487,149,4.7%,139,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacob Trouba,NYR,27,D,81,11,28,4,39,88,25,22:25,19:08,1:11,2:04,0.363,0.925,1.288,0.387,0.89,1.277,0.617,1.852,2.47,0.136,0.346,0.481,204,5.4%,207,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neal Pionk,WPG,26,D,77,3,31,12,34,46,5,21:08,17:54,2:10,1:02,0.111,1.143,1.253,0.087,0.87,0.957,0.358,3.937,4.295,0.039,0.403,0.442,140,2.1%,185,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miro Heiskanen,DAL,22,D,70,5,31,11,36,24,3,24:53,20:57,2:18,1:38,0.172,1.068,1.24,0.082,0.941,1.023,1.118,2.98,4.098,0.071,0.443,0.514,156,3.2%,52,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Morrissey,WPG,26,D,79,12,25,15,37,66,-3,23:39,20:10,2:32,0:56,0.385,0.803,1.188,0.226,0.602,0.828,1.793,2.689,4.482,0.152,0.316,0.468,173,6.9%,150,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darnell Nurse,EDM,26,D,71,9,26,6,35,54,18,25:02,21:08,1:09,2:45,0.304,0.877,1.181,0.28,0.76,1.039,0,4.381,4.381,0.127,0.366,0.493,203,4.4%,196,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colton Parayko,STL,28,D,80,6,29,1,35,18,16,23:33,21:17,0:16,1:59,0.191,0.923,1.114,0.211,0.986,1.198,0,2.693,2.693,0.075,0.363,0.438,135,4.4%,72,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
