Nicklas Backstrom,WAS,C,27,5,15,20,-3,6,48,1,1,8,0,0,12,10
Ryan Suter,DAL,D,56,5,20,25,6,28,85,0,2,8,0,0,32,62
Derick Brassard,PHI,C,26,5,8,13,6,8,39,0,1,1,0,0,48,3
Zack Kassian,EDM,RW,36,5,10,15,-1,38,41,1,2,0,0,0,100,3
Erik Gudbranson,CGY,D,57,5,9,14,15,53,98,0,0,0,0,0,102,67
Justin Braun,PHI,D,57,5,10,15,2,32,63,0,0,0,0,0,74,104
Jeff Petry,MON,D,50,4,9,13,-9,26,74,0,0,1,0,1,117,69
Chris Tanev,CGY,D,57,4,15,19,25,16,62,2,0,0,0,0,36,99
Dmitry Kulikov,MIN,D,56,4,15,19,12,29,42,0,0,0,0,0,67,68
T.J. Brodie,TOR,D,58,4,15,19,14,22,49,0,0,1,0,2,32,82
Cody Eakin,BUF,C,54,4,7,11,-13,20,68,1,1,1,0,1,29,26
Nick Holden,OTT,D,51,4,9,13,1,6,58,1,0,0,0,0,86,80
Oliver Ekman-Larsson,VAN,D,56,4,13,17,-1,38,128,0,2,4,0,0,75,53
Adam Larsson,SEA,D,60,4,13,17,-19,34,78,2,0,1,0,0,130,105
Jonas Brodin,MIN,D,48,4,19,23,6,12,85,1,0,5,0,1,32,83
Connor Murphy,CHI,D,56,4,6,10,-14,47,71,1,0,0,0,0,130,150
Derek Forbort,BOS,D,54,4,6,10,0,30,46,1,0,0,0,0,86,63
Jon Merrill,MIN,D,55,4,12,16,12,14,49,0,0,0,0,0,36,92
Matt Dumba,MIN,D,44,4,18,22,8,36,93,1,0,4,0,0,88,63
